frame_no,ts,src_ip,dst_ip,src_mac,dst_mac,protocol,transport,src_port,dst_port,length,tcp_syn,tcp_ack,tcp_fin,tcp_rst,dns_qry_name,dns_qry_type,dns_response,dns_rcode,http_method,http_host,http_uri,arp_src_ip,arp_src_mac,arp_opcode,info
4250,1700000421.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,64844,22,115,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4251,1700000421.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,64844,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4252,1700000421.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,37875,22,74,1,0,0,0,,,,,,,,,,,SYN
4253,1700000421.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,37875,22,98,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4254,1700000421.8200793,10.0.0.104,10.0.0.1,02:80:5e:2e:ed:c8,00:11:22:33:44:01,DNS,UDP,60840,53,89,,,,,wikipedia.org,1,0,,,,,,,,Standard query A wikipedia.org
4255,1700000421.8400793,10.0.0.1,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,DNS,UDP,53,60840,122,,,,,wikipedia.org,1,1,0,,,,,,,Standard query response A wikipedia.org
4256,1700000421.8700793,10.0.0.104,93.184.134.161,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TCP,TCP,60840,443,74,1,0,0,0,,,,,,,,,,,SYN
4257,1700000421.9000793,93.184.134.161,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TCP,TCP,443,60840,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4258,1700000421.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,37875,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4259,1700000422.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,50165,22,74,1,0,0,0,,,,,,,,,,,SYN
4260,1700000422.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,50165,22,108,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4261,1700000422.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,50165,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4262,1700000422.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,32030,22,74,1,0,0,0,,,,,,,,,,,SYN
4263,1700000422.784764,93.184.134.161,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,60840,1363,0,1,0,0,,,,,,,,,,,Application Data
4264,1700000422.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,32030,22,113,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4265,1700000422.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,32030,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4266,1700000423.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,13470,22,74,1,0,0,0,,,,,,,,,,,SYN
4267,1700000423.2403452,93.184.134.161,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,60840,336,0,1,0,0,,,,,,,,,,,Application Data
4268,1700000423.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,13470,22,91,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4269,1700000423.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,13470,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4270,1700000423.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,2162,22,74,1,0,0,0,,,,,,,,,,,SYN
4271,1700000423.746467,10.0.0.104,10.0.0.1,02:80:5e:2e:ed:c8,00:11:22:33:44:01,DNS,UDP,56851,53,86,,,,,github.com,1,0,,,,,,,,Standard query A github.com
4272,1700000423.766467,10.0.0.1,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,DNS,UDP,53,56851,91,,,,,github.com,1,1,0,,,,,,,Standard query response A github.com
4273,1700000423.796467,10.0.0.104,93.184.20.5,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TCP,TCP,56851,443,74,1,0,0,0,,,,,,,,,,,SYN
4274,1700000423.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,2162,22,84,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4275,1700000423.826467,93.184.20.5,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TCP,TCP,443,56851,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4276,1700000423.852256,10.0.0.104,93.184.20.5,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,56851,443,386,0,1,0,0,,,,,,,,,,,Application Data
4277,1700000423.8823864,93.184.134.161,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,60840,700,0,1,0,0,,,,,,,,,,,Application Data
4278,1700000423.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,2162,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4279,1700000424.0,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,13847,22,74,1,0,0,0,,,,,,,,,,,SYN
4280,1700000424.204377,10.0.0.104,93.184.134.161,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,60840,443,981,0,1,0,0,,,,,,,,,,,Application Data
4281,1700000424.3,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,13847,22,104,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4282,1700000424.45,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,13847,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4283,1700000424.457535,10.0.0.104,93.184.20.5,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,56851,443,396,0,1,0,0,,,,,,,,,,,Application Data
4284,1700000424.5,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,TCP,TCP,56214,22,74,1,0,0,0,,,,,,,,,,,SYN
4285,1700000424.5204835,93.184.134.161,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,60840,289,0,1,0,0,,,,,,,,,,,Application Data
4286,1700000424.8,10.0.0.77,10.0.0.30,02:94:db:d8:d0:14,00:11:22:33:44:01,SSH,TCP,56214,22,103,0,1,0,0,,,,,,,,,,,Client: encrypted packet (auth attempt)
4287,1700000424.809713,93.184.134.161,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,60840,1283,0,1,0,0,,,,,,,,,,,Application Data
4288,1700000424.95,10.0.0.30,10.0.0.77,00:11:22:33:44:01,02:94:db:d8:d0:14,TCP,TCP,22,56214,54,0,1,1,0,,,,,,,,,,,"FIN, ACK (auth failed)"
4289,1700000425.1022253,10.0.0.104,93.184.20.5,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,56851,443,1343,0,1,0,0,,,,,,,,,,,Application Data
4290,1700000425.247594,93.184.20.5,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,56851,508,0,1,0,0,,,,,,,,,,,Application Data
4291,1700000425.5378847,10.0.0.104,93.184.20.5,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,56851,443,206,0,1,0,0,,,,,,,,,,,Application Data
4292,1700000426.5902648,93.184.20.5,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,56851,761,0,1,0,0,,,,,,,,,,,Application Data
4293,1700000426.6942255,10.0.0.104,93.184.20.5,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,56851,443,1011,0,1,0,0,,,,,,,,,,,Application Data
4294,1700000426.8435872,10.0.0.104,93.184.20.5,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,56851,443,333,0,1,0,0,,,,,,,,,,,Application Data
4295,1700000427.6498163,10.0.0.104,10.0.0.1,02:80:5e:2e:ed:c8,00:11:22:33:44:01,DNS,UDP,60694,53,76,,,,,microsoft.com,1,0,,,,,,,,Standard query A microsoft.com
4296,1700000427.6698163,10.0.0.1,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,DNS,UDP,53,60694,96,,,,,microsoft.com,1,1,0,,,,,,,Standard query response A microsoft.com
4297,1700000427.6998162,10.0.0.104,93.184.106.114,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TCP,TCP,60694,443,74,1,0,0,0,,,,,,,,,,,SYN
4298,1700000427.7298162,93.184.106.114,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TCP,TCP,443,60694,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4299,1700000427.98305,93.184.106.114,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,60694,1023,0,1,0,0,,,,,,,,,,,Application Data
4300,1700000428.488873,10.0.0.104,93.184.106.114,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,60694,443,512,0,1,0,0,,,,,,,,,,,Application Data
4301,1700000428.6728125,93.184.106.114,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,60694,1103,0,1,0,0,,,,,,,,,,,Application Data
4302,1700000428.74042,93.184.106.114,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,60694,1343,0,1,0,0,,,,,,,,,,,Application Data
4303,1700000428.9545817,10.0.0.101,10.0.0.1,02:db:16:b2:33:18,00:11:22:33:44:01,DNS,UDP,60466,53,74,,,,,google.com,1,0,,,,,,,,Standard query A google.com
4304,1700000428.9745817,10.0.0.1,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,DNS,UDP,53,60466,93,,,,,google.com,1,1,0,,,,,,,Standard query response A google.com
4305,1700000429.0045817,10.0.0.101,93.184.153.17,02:db:16:b2:33:18,00:11:22:33:44:01,TCP,TCP,60466,443,74,1,0,0,0,,,,,,,,,,,SYN
4306,1700000429.0345817,93.184.153.17,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TCP,TCP,443,60466,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4307,1700000430.1395314,10.0.0.104,93.184.106.114,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,60694,443,1137,0,1,0,0,,,,,,,,,,,Application Data
4308,1700000430.8374019,10.0.0.101,10.0.0.1,02:db:16:b2:33:18,00:11:22:33:44:01,DNS,UDP,56868,53,73,,,,,microsoft.com,1,0,,,,,,,,Standard query A microsoft.com
4309,1700000430.8574018,10.0.0.1,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,DNS,UDP,53,56868,118,,,,,microsoft.com,1,1,0,,,,,,,Standard query response A microsoft.com
4310,1700000430.8669844,10.0.0.101,93.184.153.17,02:db:16:b2:33:18,00:11:22:33:44:01,TLS,TCP,60466,443,426,0,1,0,0,,,,,,,,,,,Application Data
4311,1700000430.8874018,10.0.0.101,93.184.125.113,02:db:16:b2:33:18,00:11:22:33:44:01,TCP,TCP,56868,443,74,1,0,0,0,,,,,,,,,,,SYN
4312,1700000430.9174018,93.184.125.113,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TCP,TCP,443,56868,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4313,1700000431.0705352,93.184.153.17,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,60466,408,0,1,0,0,,,,,,,,,,,Application Data
4314,1700000431.0886164,93.184.153.17,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,60466,1052,0,1,0,0,,,,,,,,,,,Application Data
4315,1700000431.2794592,10.0.0.101,93.184.125.113,02:db:16:b2:33:18,00:11:22:33:44:01,TLS,TCP,56868,443,901,0,1,0,0,,,,,,,,,,,Application Data
4316,1700000432.1296175,10.0.0.103,10.0.0.1,02:c9:83:20:d6:73,00:11:22:33:44:01,DNS,UDP,53828,53,85,,,,,apple.com,1,0,,,,,,,,Standard query A apple.com
4317,1700000432.1496174,10.0.0.1,10.0.0.103,00:11:22:33:44:01,02:c9:83:20:d6:73,DNS,UDP,53,53828,121,,,,,apple.com,1,1,0,,,,,,,Standard query response A apple.com
4318,1700000432.1796174,10.0.0.103,93.184.48.163,02:c9:83:20:d6:73,00:11:22:33:44:01,TCP,TCP,53828,443,74,1,0,0,0,,,,,,,,,,,SYN
4319,1700000432.2096174,93.184.48.163,10.0.0.103,00:11:22:33:44:01,02:c9:83:20:d6:73,TCP,TCP,443,53828,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4320,1700000432.2754917,10.0.0.105,10.0.0.1,02:a4:67:d2:8b:71,00:11:22:33:44:01,DNS,UDP,58089,53,79,,,,,wikipedia.org,1,0,,,,,,,,Standard query A wikipedia.org
4321,1700000432.2954917,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:a4:67:d2:8b:71,DNS,UDP,53,58089,99,,,,,wikipedia.org,1,1,0,,,,,,,Standard query response A wikipedia.org
4322,1700000432.3034582,93.184.125.113,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,56868,577,0,1,0,0,,,,,,,,,,,Application Data
4323,1700000432.3254917,10.0.0.105,93.184.186.148,02:a4:67:d2:8b:71,00:11:22:33:44:01,TCP,TCP,58089,443,74,1,0,0,0,,,,,,,,,,,SYN
4324,1700000432.3554916,93.184.186.148,10.0.0.105,00:11:22:33:44:01,02:a4:67:d2:8b:71,TCP,TCP,443,58089,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4325,1700000432.4549289,10.0.0.105,93.184.186.148,02:a4:67:d2:8b:71,00:11:22:33:44:01,TLS,TCP,58089,443,796,0,1,0,0,,,,,,,,,,,Application Data
4326,1700000432.5611482,10.0.0.105,93.184.186.148,02:a4:67:d2:8b:71,00:11:22:33:44:01,TLS,TCP,58089,443,447,0,1,0,0,,,,,,,,,,,Application Data
4327,1700000432.8948314,93.184.48.163,10.0.0.103,00:11:22:33:44:01,02:c9:83:20:d6:73,TLS,TCP,443,53828,308,0,1,0,0,,,,,,,,,,,Application Data
4328,1700000433.2453916,93.184.48.163,10.0.0.103,00:11:22:33:44:01,02:c9:83:20:d6:73,TLS,TCP,443,53828,912,0,1,0,0,,,,,,,,,,,Application Data
4329,1700000433.3330135,93.184.186.148,10.0.0.105,00:11:22:33:44:01,02:a4:67:d2:8b:71,TLS,TCP,443,58089,735,0,1,0,0,,,,,,,,,,,Application Data
4330,1700000433.7044747,10.0.0.101,93.184.125.113,02:db:16:b2:33:18,00:11:22:33:44:01,TLS,TCP,56868,443,1247,0,1,0,0,,,,,,,,,,,Application Data
4331,1700000433.8118167,10.0.0.103,93.184.48.163,02:c9:83:20:d6:73,00:11:22:33:44:01,TLS,TCP,53828,443,321,0,1,0,0,,,,,,,,,,,Application Data
4332,1700000434.0482066,93.184.48.163,10.0.0.103,00:11:22:33:44:01,02:c9:83:20:d6:73,TLS,TCP,443,53828,1133,0,1,0,0,,,,,,,,,,,Application Data
4333,1700000434.266772,93.184.48.163,10.0.0.103,00:11:22:33:44:01,02:c9:83:20:d6:73,TLS,TCP,443,53828,597,0,1,0,0,,,,,,,,,,,Application Data
4334,1700000434.5315607,93.184.186.148,10.0.0.105,00:11:22:33:44:01,02:a4:67:d2:8b:71,TLS,TCP,443,58089,507,0,1,0,0,,,,,,,,,,,Application Data
4335,1700000434.6443744,93.184.186.148,10.0.0.105,00:11:22:33:44:01,02:a4:67:d2:8b:71,TLS,TCP,443,58089,1348,0,1,0,0,,,,,,,,,,,Application Data
4336,1700000434.7119398,93.184.48.163,10.0.0.103,00:11:22:33:44:01,02:c9:83:20:d6:73,TLS,TCP,443,53828,655,0,1,0,0,,,,,,,,,,,Application Data
4337,1700000437.0891201,10.0.0.107,10.0.0.1,02:10:db:d3:46:a1,00:11:22:33:44:01,DNS,UDP,63880,53,70,,,,,google.com,1,0,,,,,,,,Standard query A google.com
4338,1700000437.1091201,10.0.0.1,10.0.0.107,00:11:22:33:44:01,02:10:db:d3:46:a1,DNS,UDP,53,63880,128,,,,,google.com,1,1,0,,,,,,,Standard query response A google.com
4339,1700000437.13912,10.0.0.107,93.184.157.11,02:10:db:d3:46:a1,00:11:22:33:44:01,TCP,TCP,63880,443,74,1,0,0,0,,,,,,,,,,,SYN
4340,1700000437.16912,93.184.157.11,10.0.0.107,00:11:22:33:44:01,02:10:db:d3:46:a1,TCP,TCP,443,63880,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4341,1700000437.42535,93.184.157.11,10.0.0.107,00:11:22:33:44:01,02:10:db:d3:46:a1,TLS,TCP,443,63880,670,0,1,0,0,,,,,,,,,,,Application Data
4342,1700000437.7127314,10.0.0.107,93.184.157.11,02:10:db:d3:46:a1,00:11:22:33:44:01,TLS,TCP,63880,443,321,0,1,0,0,,,,,,,,,,,Application Data
4343,1700000438.2454815,10.0.0.107,93.184.157.11,02:10:db:d3:46:a1,00:11:22:33:44:01,TLS,TCP,63880,443,661,0,1,0,0,,,,,,,,,,,Application Data
4344,1700000438.4975293,10.0.0.107,93.184.157.11,02:10:db:d3:46:a1,00:11:22:33:44:01,TLS,TCP,63880,443,765,0,1,0,0,,,,,,,,,,,Application Data
4345,1700000438.6949403,10.0.0.108,185.220.101.47,02:21:25:bf:a4:35,00:11:22:33:44:01,TLS,TCP,62348,443,238,0,1,0,0,,,,,,,,,,,Application Data (beacon check-in)
4346,1700000438.7542627,10.0.0.107,93.184.157.11,02:10:db:d3:46:a1,00:11:22:33:44:01,TLS,TCP,63880,443,872,0,1,0,0,,,,,,,,,,,Application Data
4347,1700000438.7949402,185.220.101.47,10.0.0.108,00:11:22:33:44:01,02:21:25:bf:a4:35,TLS,TCP,443,62348,194,0,1,0,0,,,,,,,,,,,Application Data
4348,1700000439.4586291,93.184.157.11,10.0.0.107,00:11:22:33:44:01,02:10:db:d3:46:a1,TLS,TCP,443,63880,453,0,1,0,0,,,,,,,,,,,Application Data
4349,1700000439.8834803,93.184.157.11,10.0.0.107,00:11:22:33:44:01,02:10:db:d3:46:a1,TLS,TCP,443,63880,717,0,1,0,0,,,,,,,,,,,Application Data
4350,1700000446.3968337,10.0.0.101,10.0.0.1,02:db:16:b2:33:18,00:11:22:33:44:01,DNS,UDP,50836,53,79,,,,,apple.com,1,0,,,,,,,,Standard query A apple.com
4351,1700000446.4168336,10.0.0.1,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,DNS,UDP,53,50836,94,,,,,apple.com,1,1,0,,,,,,,Standard query response A apple.com
4352,1700000446.4468336,10.0.0.101,93.184.237.136,02:db:16:b2:33:18,00:11:22:33:44:01,TCP,TCP,50836,443,74,1,0,0,0,,,,,,,,,,,SYN
4353,1700000446.4768336,93.184.237.136,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TCP,TCP,443,50836,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4354,1700000446.9199154,93.184.237.136,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,50836,515,0,1,0,0,,,,,,,,,,,Application Data
4355,1700000447.0042377,10.0.0.101,93.184.237.136,02:db:16:b2:33:18,00:11:22:33:44:01,TLS,TCP,50836,443,549,0,1,0,0,,,,,,,,,,,Application Data
4356,1700000447.1014385,93.184.237.136,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,50836,220,0,1,0,0,,,,,,,,,,,Application Data
4357,1700000447.112877,10.0.0.105,10.0.0.1,02:a4:67:d2:8b:71,00:11:22:33:44:01,DNS,UDP,63096,53,78,,,,,microsoft.com,1,0,,,,,,,,Standard query A microsoft.com
4358,1700000447.1328769,10.0.0.1,10.0.0.105,00:11:22:33:44:01,02:a4:67:d2:8b:71,DNS,UDP,53,63096,96,,,,,microsoft.com,1,1,0,,,,,,,Standard query response A microsoft.com
4359,1700000447.1628768,10.0.0.105,93.184.161.22,02:a4:67:d2:8b:71,00:11:22:33:44:01,TCP,TCP,63096,443,74,1,0,0,0,,,,,,,,,,,SYN
4360,1700000447.1928768,93.184.161.22,10.0.0.105,00:11:22:33:44:01,02:a4:67:d2:8b:71,TCP,TCP,443,63096,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4361,1700000447.4880397,10.0.0.105,93.184.161.22,02:a4:67:d2:8b:71,00:11:22:33:44:01,TLS,TCP,63096,443,1051,0,1,0,0,,,,,,,,,,,Application Data
4362,1700000447.5455244,93.184.237.136,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,50836,1265,0,1,0,0,,,,,,,,,,,Application Data
4363,1700000448.0251532,10.0.0.105,93.184.161.22,02:a4:67:d2:8b:71,00:11:22:33:44:01,TLS,TCP,63096,443,1081,0,1,0,0,,,,,,,,,,,Application Data
4364,1700000448.6738338,10.0.0.104,10.0.0.1,02:80:5e:2e:ed:c8,00:11:22:33:44:01,DNS,UDP,55941,53,83,,,,,google.com,1,0,,,,,,,,Standard query A google.com
4365,1700000448.6938338,10.0.0.1,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,DNS,UDP,53,55941,111,,,,,google.com,1,1,0,,,,,,,Standard query response A google.com
4366,1700000448.7238338,10.0.0.104,93.184.117.249,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TCP,TCP,55941,443,74,1,0,0,0,,,,,,,,,,,SYN
4367,1700000448.7538338,93.184.117.249,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TCP,TCP,443,55941,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4368,1700000448.8425756,10.0.0.100,10.0.0.1,02:16:c6:a7:70:6e,00:11:22:33:44:01,DNS,UDP,58852,53,76,,,,,google.com,1,0,,,,,,,,Standard query A google.com
4369,1700000448.8625755,10.0.0.1,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,DNS,UDP,53,58852,120,,,,,google.com,1,1,0,,,,,,,Standard query response A google.com
4370,1700000448.8825006,93.184.117.249,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TLS,TCP,443,55941,868,0,1,0,0,,,,,,,,,,,Application Data
4371,1700000448.8925755,10.0.0.100,93.184.18.216,02:16:c6:a7:70:6e,00:11:22:33:44:01,TCP,TCP,58852,443,74,1,0,0,0,,,,,,,,,,,SYN
4372,1700000448.9225755,93.184.18.216,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,TCP,TCP,443,58852,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4373,1700000449.0618038,10.0.0.105,93.184.161.22,02:a4:67:d2:8b:71,00:11:22:33:44:01,TLS,TCP,63096,443,933,0,1,0,0,,,,,,,,,,,Application Data
4374,1700000449.1221018,93.184.161.22,10.0.0.105,00:11:22:33:44:01,02:a4:67:d2:8b:71,TLS,TCP,443,63096,750,0,1,0,0,,,,,,,,,,,Application Data
4375,1700000449.262526,93.184.237.136,10.0.0.101,00:11:22:33:44:01,02:db:16:b2:33:18,TLS,TCP,443,50836,1366,0,1,0,0,,,,,,,,,,,Application Data
4376,1700000449.5044944,10.0.0.104,10.0.0.1,02:80:5e:2e:ed:c8,00:11:22:33:44:01,DNS,UDP,54569,53,80,,,,,amazon.com,1,0,,,,,,,,Standard query A amazon.com
4377,1700000449.5244944,10.0.0.1,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,DNS,UDP,53,54569,95,,,,,amazon.com,1,1,0,,,,,,,Standard query response A amazon.com
4378,1700000449.5544944,10.0.0.104,93.184.85.108,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TCP,TCP,54569,443,74,1,0,0,0,,,,,,,,,,,SYN
4379,1700000449.5844944,93.184.85.108,10.0.0.104,00:11:22:33:44:01,02:80:5e:2e:ed:c8,TCP,TCP,443,54569,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4380,1700000449.7154276,93.184.18.216,10.0.0.100,00:11:22:33:44:01,02:16:c6:a7:70:6e,TLS,TCP,443,58852,675,0,1,0,0,,,,,,,,,,,Application Data
4381,1700000449.7692993,10.0.0.104,93.184.85.108,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,54569,443,530,0,1,0,0,,,,,,,,,,,Application Data
4382,1700000449.865314,10.0.0.105,93.184.161.22,02:a4:67:d2:8b:71,00:11:22:33:44:01,TLS,TCP,63096,443,750,0,1,0,0,,,,,,,,,,,Application Data
4383,1700000449.9901228,10.0.0.109,10.0.0.1,02:f8:72:e4:ad:c7,00:11:22:33:44:01,DNS,UDP,49229,53,72,,,,,apple.com,1,0,,,,,,,,Standard query A apple.com
4384,1700000450.0,10.0.0.108,91.203.145.9,02:e1:e0:2b:2b:34,00:11:22:33:44:01,TLS,TCP,59429,443,1460,0,1,0,0,,,,,,,,,,,Application Data
4385,1700000450.005,91.203.145.9,10.0.0.108,00:11:22:33:44:01,02:e1:e0:2b:2b:34,TCP,TCP,443,59429,54,0,1,0,0,,,,,,,,,,,ACK
4386,1700000450.0051582,10.0.0.104,93.184.117.249,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,55941,443,981,0,1,0,0,,,,,,,,,,,Application Data
4387,1700000450.0101228,10.0.0.1,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,DNS,UDP,53,49229,101,,,,,apple.com,1,1,0,,,,,,,Standard query response A apple.com
4388,1700000450.0183897,10.0.0.104,93.184.117.249,02:80:5e:2e:ed:c8,00:11:22:33:44:01,TLS,TCP,55941,443,581,0,1,0,0,,,,,,,,,,,Application Data
4389,1700000450.03,10.0.0.108,91.203.145.9,02:e1:e0:2b:2b:34,00:11:22:33:44:01,TLS,TCP,59429,443,1460,0,1,0,0,,,,,,,,,,,Application Data
4390,1700000450.0401227,10.0.0.109,93.184.163.89,02:f8:72:e4:ad:c7,00:11:22:33:44:01,TCP,TCP,49229,443,74,1,0,0,0,,,,,,,,,,,SYN
4391,1700000450.06,10.0.0.108,91.203.145.9,02:e1:e0:2b:2b:34,00:11:22:33:44:01,TLS,TCP,59429,443,1460,0,1,0,0,,,,,,,,,,,Application Data
4392,1700000450.0701227,93.184.163.89,10.0.0.109,00:11:22:33:44:01,02:f8:72:e4:ad:c7,TCP,TCP,443,49229,74,1,1,0,0,,,,,,,,,,,"SYN, ACK"
4393,1700000450.09,10.0.0.108,91.203.145.9,02:e1:e0:2b:2b:34,00:11:22:33:44:01,TLS,TCP,59429,443,1460,0,1,0,0,,,,,,,,,,,Application Data
